@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
2890,'2020/01/27 14:52:57:211',26,210,160,0.06,0.06,0.62,0.62,0.75,0.16
2891,'2020/01/27 14:52:57:211',26,209,160,0.06,0.06,0.62,0.62,0.75,0.16
2892,'2020/01/27 14:52:57:249',26,208,161,0.06,0.06,0.62,0.62,0.75,0.16
2893,'2020/01/27 14:52:57:250',26,207,161,0.06,0.06,0.62,0.62,0.75,0.16
2894,'2020/01/27 14:52:57:250',26,207,161,0.06,0.06,0.62,0.62,0.75,0.16
2895,'2020/01/27 14:52:57:291',26,206,161,0.06,0.06,0.62,0.62,0.75,0.16
2896,'2020/01/27 14:52:57:292',26,205,162,0.06,0.06,0.62,0.62,0.75,0.16
2897,'2020/01/27 14:52:57:292',26,203,164,0.06,0.06,0.62,0.62,0.75,0.16
2898,'2020/01/27 14:52:57:292',26,202,167,0.06,0.06,0.62,0.62,0.75,0.16
2899,'2020/01/27 14:52:57:328',26,202,169,0.06,0.06,0.62,0.62,0.75,0.16
2900,'2020/01/27 14:52:57:329',26,202,171,0.06,0.06,0.62,0.62,0.75,0.16
2901,'2020/01/27 14:52:57:329',26,202,172,0.06,0.06,0.62,0.62,0.75,0.16
2902,'2020/01/27 14:52:57:370',26,202,173,0.06,0.06,0.62,0.62,0.75,0.16
2903,'2020/01/27 14:52:57:371',26,203,173,0.06,0.06,0.62,0.62,0.75,0.16
2904,'2020/01/27 14:52:57:371',26,203,173,0.06,0.06,0.62,0.62,0.75,0.16
2905,'2020/01/27 14:52:57:411',26,204,173,0.06,0.06,0.62,0.62,0.75,0.16
2906,'2020/01/27 14:52:57:411',26,204,173,0.06,0.06,0.62,0.62,0.75,0.16
2907,'2020/01/27 14:52:57:411',26,204,173,0.06,0.06,0.62,0.62,0.75,0.16
2908,'2020/01/27 14:52:57:451',26,205,172,0.06,0.06,0.62,0.62,0.75,0.16
2909,'2020/01/27 14:52:57:452',26,207,170,0.06,0.06,0.62,0.62,0.75,0.16
2910,'2020/01/27 14:52:57:452',26,209,166,0.06,0.06,0.62,0.62,0.75,0.16
2911,'2020/01/27 14:52:57:452',26,211,160,0.06,0.06,0.62,0.62,0.75,0.16
2912,'2020/01/27 14:52:57:490',26,211,156,0.06,0.06,0.62,0.62,0.75,0.16
2913,'2020/01/27 14:52:57:491',26,211,154,0.06,0.06,0.62,0.62,0.75,0.16
2914,'2020/01/27 14:52:57:491',26,211,154,0.06,0.06,0.62,0.62,0.75,0.16
2915,'2020/01/27 14:52:57:530',26,211,153,0.06,0.06,0.62,0.62,0.75,0.16
2916,'2020/01/27 14:52:57:530',26,210,153,0.06,0.06,0.62,0.62,0.75,0.16
2917,'2020/01/27 14:52:57:530',26,210,153,0.06,0.06,0.62,0.62,0.75,0.16
2918,'2020/01/27 14:52:57:530',26,210,153,0.06,0.06,0.62,0.62,0.75,0.16
2919,'2020/01/27 14:52:57:570',26,210,154,0.06,0.06,0.62,0.62,0.75,0.16
2920,'2020/01/27 14:52:57:570',26,209,154,0.06,0.06,0.62,0.62,0.75,0.16
2921,'2020/01/27 14:52:57:570',26,208,156,0.06,0.06,0.62,0.62,0.75,0.16
2922,'2020/01/27 14:52:57:570',26,206,158,0.06,0.06,0.62,0.62,0.75,0.16
2923,'2020/01/27 14:52:57:611',26,204,161,0.06,0.06,0.62,0.62,0.75,0.16
2924,'2020/01/27 14:52:57:611',26,202,166,0.06,0.06,0.62,0.62,0.75,0.16
2925,'2020/01/27 14:52:57:611',26,201,169,0.06,0.06,0.62,0.62,0.75,0.16
2926,'2020/01/27 14:52:57:649',26,201,171,0.06,0.06,0.62,0.62,0.75,0.16
2927,'2020/01/27 14:52:57:649',26,201,173,0.06,0.06,0.62,0.62,0.75,0.16
2928,'2020/01/27 14:52:57:649',26,201,174,0.06,0.06,0.62,0.62,0.75,0.16
2929,'2020/01/27 14:52:57:649',26,201,176,0.06,0.06,0.62,0.62,0.75,0.16
2930,'2020/01/27 14:52:57:691',26,202,177,0.06,0.06,0.62,0.62,0.75,0.16
2931,'2020/01/27 14:52:57:691',26,203,177,0.06,0.06,0.62,0.62,0.75,0.16
2932,'2020/01/27 14:52:57:691',26,203,177,0.06,0.06,0.62,0.62,0.75,0.16
2933,'2020/01/27 14:52:57:729',26,204,177,0.06,0.06,0.62,0.62,0.75,0.16
2934,'2020/01/27 14:52:57:730',26,204,177,0.06,0.06,0.62,0.62,0.75,0.16
2935,'2020/01/27 14:52:57:730',26,206,176,0.06,0.06,0.62,0.62,0.75,0.16
2936,'2020/01/27 14:52:57:730',26,208,173,0.06,0.06,0.62,0.62,0.75,0.16
2937,'2020/01/27 14:52:57:770',26,210,168,0.06,0.06,0.62,0.62,0.75,0.16
2938,'2020/01/27 14:52:57:770',26,211,164,0.06,0.06,0.62,0.62,0.75,0.16
2939,'2020/01/27 14:52:57:770',26,212,160,0.06,0.06,0.62,0.62,0.75,0.16
2940,'2020/01/27 14:52:57:811',26,212,158,0.06,0.06,0.62,0.62,0.75,0.16
2941,'2020/01/27 14:52:57:812',26,212,157,0.06,0.06,0.62,0.62,0.75,0.16
2942,'2020/01/27 14:52:57:812',26,211,156,0.06,0.06,0.62,0.62,0.75,0.16
2943,'2020/01/27 14:52:57:812',26,211,156,0.06,0.06,0.62,0.62,0.75,0.16
2944,'2020/01/27 14:52:57:847',26,210,156,0.06,0.06,0.62,0.62,0.75,0.16
2945,'2020/01/27 14:52:57:848',26,209,156,0.06,0.06,0.62,0.62,0.75,0.16
2946,'2020/01/27 14:52:57:848',26,208,157,0.06,0.06,0.62,0.62,0.75,0.16
2947,'2020/01/27 14:52:57:891',26,207,158,0.06,0.06,0.62,0.62,0.75,0.16
2948,'2020/01/27 14:52:57:891',26,206,159,0.06,0.06,0.62,0.62,0.75,0.16
2949,'2020/01/27 14:52:57:891',26,205,160,0.06,0.06,0.62,0.62,0.75,0.16
2950,'2020/01/27 14:52:57:891',26,203,161,0.06,0.06,0.62,0.62,0.75,0.16
2951,'2020/01/27 14:52:57:929',26,202,163,0.06,0.06,0.62,0.62,0.75,0.16
2952,'2020/01/27 14:52:57:930',26,201,164,0.06,0.06,0.62,0.62,0.75,0.16
2953,'2020/01/27 14:52:57:930',26,201,166,0.06,0.06,0.62,0.62,0.75,0.16
2954,'2020/01/27 14:52:57:930',26,201,169,0.06,0.06,0.62,0.62,0.75,0.16
2955,'2020/01/27 14:52:57:971',26,201,170,0.06,0.06,0.62,0.62,0.75,0.16
2956,'2020/01/27 14:52:57:971',26,201,171,0.06,0.06,0.62,0.62,0.75,0.16
2957,'2020/01/27 14:52:57:971',26,202,172,0.06,0.06,0.62,0.62,0.75,0.16
2958,'2020/01/27 14:52:58:011',26,204,173,0.06,0.06,0.62,0.62,0.75,0.16
2959,'2020/01/27 14:52:58:011',26,205,173,0.06,0.06,0.62,0.62,0.75,0.16
2960,'2020/01/27 14:52:58:011',26,206,173,0.06,0.06,0.62,0.62,0.75,0.16
2961,'2020/01/27 14:52:58:011',26,206,173,0.06,0.06,0.62,0.62,0.75,0.16
2962,'2020/01/27 14:52:58:050',26,206,173,0.06,0.06,0.62,0.62,0.75,0.16
2963,'2020/01/27 14:52:58:050',26,207,171,0.06,0.06,0.62,0.62,0.75,0.16
2964,'2020/01/27 14:52:58:050',26,209,169,0.06,0.06,0.62,0.62,0.75,0.16
2965,'2020/01/27 14:52:58:088',26,211,165,0.06,0.06,0.62,0.62,0.75,0.16
2966,'2020/01/27 14:52:58:088',26,211,161,0.06,0.06,0.62,0.62,0.75,0.16
2967,'2020/01/27 14:52:58:088',26,211,158,0.06,0.06,0.62,0.62,0.75,0.16
2968,'2020/01/27 14:52:58:088',26,211,156,0.06,0.06,0.62,0.62,0.75,0.16
2969,'2020/01/27 14:52:58:130',26,211,156,0.06,0.06,0.62,0.62,0.75,0.16
2970,'2020/01/27 14:52:58:131',26,211,156,0.06,0.06,0.62,0.62,0.75,0.16
2971,'2020/01/27 14:52:58:131',26,211,156,0.06,0.06,0.62,0.62,0.75,0.16
2972,'2020/01/27 14:52:58:171',26,211,156,0.06,0.06,0.62,0.62,0.75,0.16
2973,'2020/01/27 14:52:59:370',26,383,79,0.06,0.06,0.62,0.62,0.75,0.16
2974,'2020/01/27 14:52:59:410',26,379,86,0.06,0.06,0.62,0.62,0.75,0.16
2975,'2020/01/27 14:52:59:411',26,377,90,0.06,0.06,0.62,0.62,0.75,0.16
2976,'2020/01/27 14:52:59:411',26,376,93,0.06,0.06,0.62,0.62,0.75,0.16
2977,'2020/01/27 14:52:59:411',26,375,95,0.06,0.06,0.62,0.62,0.75,0.16
2978,'2020/01/27 14:52:59:448',26,374,97,0.06,0.06,0.62,0.62,0.75,0.16
2979,'2020/01/27 14:52:59:448',26,373,99,0.06,0.06,0.62,0.62,0.75,0.16
2980,'2020/01/27 14:52:59:490',26,373,99,0.06,0.06,0.62,0.62,0.75,0.16
2981,'2020/01/27 14:52:59:529',26,376,94,0.06,0.06,0.62,0.62,0.75,0.16
2982,'2020/01/27 14:52:59:530',26,377,87,0.06,0.06,0.62,0.62,0.75,0.16
2983,'2020/01/27 14:52:59:568',26,377,85,0.06,0.06,0.62,0.62,0.75,0.16
2984,'2020/01/27 14:52:59:569',26,378,81,0.06,0.06,0.62,0.62,0.75,0.16
2985,'2020/01/27 14:52:59:569',26,378,80,0.06,0.06,0.62,0.62,0.75,0.16
2986,'2020/01/27 14:52:59:611',26,378,78,0.06,0.06,0.62,0.62,0.75,0.16
2987,'2020/01/27 14:52:59:611',26,378,77,0.06,0.06,0.62,0.62,0.75,0.16
2988,'2020/01/27 14:52:59:611',26,378,77,0.06,0.06,0.62,0.62,0.75,0.16
2989,'2020/01/27 14:52:59:729',26,376,79,0.06,0.06,0.62,0.62,0.75,0.16
2990,'2020/01/27 14:52:59:729',26,374,84,0.06,0.06,0.62,0.62,0.75,0.16
2991,'2020/01/27 14:52:59:729',26,373,88,0.06,0.06,0.62,0.62,0.75,0.16
2992,'2020/01/27 14:52:59:729',26,371,92,0.06,0.06,0.62,0.62,0.75,0.16
2993,'2020/01/27 14:52:59:770',26,371,95,0.06,0.06,0.62,0.62,0.75,0.16
2994,'2020/01/27 14:52:59:771',26,371,96,0.06,0.06,0.62,0.62,0.75,0.16
2995,'2020/01/27 14:52:59:771',26,370,97,0.06,0.06,0.62,0.62,0.75,0.16
2996,'2020/01/27 14:52:59:810',26,370,98,0.06,0.06,0.62,0.62,0.75,0.16
2997,'2020/01/27 14:52:59:850',26,372,95,0.06,0.06,0.62,0.62,0.75,0.16
2998,'2020/01/27 14:52:59:850',26,377,85,0.06,0.06,0.62,0.62,0.75,0.16
2999,'2020/01/27 14:52:59:891',26,380,78,0.06,0.06,0.62,0.62,0.75,0.16
3000,'2020/01/27 14:52:59:891',26,382,71,0.06,0.06,0.62,0.62,0.75,0.16
3001,'2020/01/27 14:52:59:892',26,383,69,0.06,0.06,0.62,0.62,0.75,0.16
3002,'2020/01/27 14:52:59:892',26,383,67,0.06,0.06,0.62,0.62,0.75,0.16
3003,'2020/01/27 14:52:59:930',26,383,66,0.06,0.06,0.62,0.62,0.75,0.16
3004,'2020/01/27 14:53:00:010',26,383,66,0.06,0.06,0.62,0.62,0.75,0.16
3005,'2020/01/27 14:53:00:010',26,379,72,0.06,0.06,0.62,0.62,0.75,0.16
3006,'2020/01/27 14:53:00:010',26,377,77,0.06,0.06,0.62,0.62,0.75,0.16
3007,'2020/01/27 14:53:00:010',26,375,81,0.06,0.06,0.62,0.62,0.75,0.16
3008,'2020/01/27 14:53:00:050',26,374,85,0.06,0.06,0.62,0.62,0.75,0.16
3009,'2020/01/27 14:53:00:050',26,373,88,0.06,0.06,0.62,0.62,0.75,0.16
3010,'2020/01/27 14:53:00:050',26,373,90,0.06,0.06,0.62,0.62,0.75,0.16
3011,'2020/01/27 14:53:00:087',26,373,91,0.06,0.06,0.62,0.62,0.75,0.16
3012,'2020/01/27 14:53:00:088',26,373,92,0.06,0.06,0.62,0.62,0.75,0.16
3013,'2020/01/27 14:53:00:129',26,373,91,0.06,0.06,0.62,0.62,0.75,0.16
3014,'2020/01/27 14:53:00:171',26,379,82,0.06,0.06,0.62,0.62,0.75,0.16
3015,'2020/01/27 14:53:00:171',26,381,75,0.06,0.06,0.62,0.62,0.75,0.16
3016,'2020/01/27 14:53:00:171',26,383,70,0.06,0.06,0.62,0.62,0.75,0.16
3017,'2020/01/27 14:53:00:171',26,383,69,0.06,0.06,0.62,0.62,0.75,0.16
3018,'2020/01/27 14:53:00:211',26,383,68,0.06,0.06,0.62,0.62,0.75,0.16
3019,'2020/01/27 14:53:00:211',26,383,68,0.06,0.06,0.62,0.62,0.75,0.16
3020,'2020/01/27 14:53:00:291',26,383,69,0.06,0.06,0.62,0.62,0.75,0.16
3021,'2020/01/27 14:53:00:291',26,381,72,0.06,0.06,0.62,0.62,0.75,0.16
3022,'2020/01/27 14:53:00:330',26,381,74,0.06,0.06,0.62,0.62,0.75,0.16
3023,'2020/01/27 14:53:00:330',26,380,77,0.06,0.06,0.62,0.62,0.75,0.16
3024,'2020/01/27 14:53:00:330',26,379,79,0.06,0.06,0.62,0.62,0.75,0.16
3025,'2020/01/27 14:53:00:330',26,378,81,0.06,0.06,0.62,0.62,0.75,0.16
3026,'2020/01/27 14:53:00:371',26,378,82,0.06,0.06,0.62,0.62,0.75,0.16
3027,'2020/01/27 14:53:00:371',26,378,82,0.06,0.06,0.62,0.62,0.75,0.16
3028,'2020/01/27 14:53:00:450',26,378,82,0.06,0.06,0.62,0.62,0.75,0.16
